Geneid	Chr	Start	End	Strand	Length	21_bam_clean/P1_MYB3_R1.mLb.flT.bam	x1.bam	x2.bam
Interval_3045	B02	170538469	170538657	+	189	46	4	0
Interval_3046	B02	170644812	170644973	+	162	38	0	0
Interval_3047	B02	170854607	170854755	+	149	41	0	0
Interval_3048	B02	170881176	170881273	+	98	17	0	0
Interval_3049	B02	170898610	170898759	+	150	23	0	0
Interval_3050	B02	170904123	170904324	+	202	70	0	0
Interval_3051	B02	170940406	170940505	+	100	17	0	0
Interval_3052	B02	170940859	170941057	+	199	61	0	0
Interval_3053	B02	170952170	170952341	+	172	64	0	0
Interval_3054	B02	170955891	170955999	+	109	27	0	0
Interval_3055	B02	170965934	170966055	+	122	29	0	0
Interval_3056	B02	170983831	170983944	+	114	29	0	0
Interval_3057	B02	171216013	171216169	+	157	52	0	0
Interval_3058	B02	171241134	171241231	+	98	25	2	1
Interval_3059	B02	171328793	171329116	+	324	74	3	2
Interval_3060	B02	171331071	171331229	+	159	19	3	4
Interval_3061	B02	171990220	171990341	+	122	24	0	0
Interval_3062	B02	172766343	172766457	+	115	16	7	1
Interval_3063	B02	173594085	173594274	+	190	39	9	7
Interval_3064	B02	173701981	173702125	+	145	25	12	0
Interval_3065	B02	174134079	174134220	+	142	22	0	0
Interval_3066	B02	174226072	174226281	+	210	50	0	0
Interval_3067	B02	174360291	174360388	+	98	10	0	0
Interval_3068	B02	174501974	174502141	+	168	39	9	0
Interval_3069	B02	174541184	174541362	+	179	37	0	0
Interval_3070	B02	174588340	174588437	+	98	27	3	0
Interval_3071	B02	174641302	174641492	+	191	51	0	0
Interval_3072	B02	174707149	174707378	+	230	74	0	0
Interval_3073	B02	174765774	174765960	+	187	42	8	0
Interval_3074	B02	174768750	174768847	+	98	22	7	0
Interval_3075	B02	174787778	174787892	+	115	40	0	0
Interval_3076	B02	174852950	174853119	+	170	42	0	0
Interval_3077	B02	174946719	174946832	+	114	30	0	0
Interval_3078	B02	175204086	175204312	+	227	76	0	0
Interval_3079	B02	175348984	175349126	+	143	30	10	0
Interval_3080	B02	175396776	175396899	+	124	24	0	0
Interval_3081	B02	175474760	175474858	+	99	12	3	1
Interval_3082	B02	175824595	175824716	+	122	24	0	0
Interval_3083	B02	175968805	175968932	+	128	35	0	0
Interval_3084	B02	176336469	176336596	+	128	48	0	1
Interval_3085	B02	176956072	176956177	+	106	26	0	0
Interval_3086	B02	177220127	177220279	+	153	31	1	1
Interval_3087	B02	177300747	177300844	+	98	10	5	3
Interval_3088	B02	177429603	177429732	+	130	20	7	12
Interval_3089	B02	177677846	177677955	+	110	17	0	0
Interval_3090	B02	177879434	177879574	+	141	27	0	0
Interval_3091	B02	177987610	177987707	+	98	23	0	0
Interval_3092	B02	178064758	178064899	+	142	46	0	0
Interval_3093	B02	178214910	178215039	+	130	20	10	8
Interval_3094	B02	178244960	178245117	+	158	25	0	0
Interval_3095	B02	178299337	178299485	+	149	23	0	0
Interval_3096	B02	178613076	178613271	+	196	51	6	7
Interval_3097	B02	179169874	179170028	+	155	44	1	0
Interval_3098	B02	179183028	179183132	+	105	12	4	2
Interval_3099	B02	179203812	179203925	+	114	17	6	1
Interval_3100	B02	179449332	179449469	+	138	28	20	0
Interval_3101	B02	180034902	180035040	+	139	21	3	0
Interval_3102	B02	180092057	180092185	+	129	39	14	0
Interval_3103	B02	180092384	180092550	+	167	52	0	0
Interval_3104	B02	180117389	180117517	+	129	25	15	0
Interval_3105	B02	180117627	180117759	+	133	18	11	0
Interval_3106	B02	180191223	180191524	+	302	111	62	0
Interval_3107	B02	180231593	180231766	+	174	39	17	0
Interval_3108	B02	180267224	180267321	+	98	8	4	0
Interval_3109	B02	180271843	180272004	+	162	27	8	0
Interval_3110	B02	180553461	180553634	+	174	34	5	1
Interval_3111	B02	180651353	180651513	+	161	47	0	0
Interval_3112	B02	180841587	180841748	+	162	27	2	0
Interval_3113	B02	181068481	181068720	+	240	54	4	2
Interval_3114	B02	181213898	181214041	+	144	22	0	0
Interval_3115	B02	181525830	181525987	+	158	23	0	0
Interval_3116	B02	181611505	181611615	+	111	24	0	0
Interval_3117	B02	181819938	181820095	+	158	30	1	0
Interval_3118	B02	181845161	181845337	+	177	28	1	0
Interval_3119	B02	181886871	181886968	+	98	9	0	0
Interval_3120	B02	182483378	182483503	+	126	16	0	0
Interval_3121	B02	182627228	182627325	+	98	23	4	4
Interval_3122	B02	182894875	182895078	+	204	29	5	4
Interval_3123	B02	182928031	182928135	+	105	11	1	0
Interval_3124	B02	183396987	183397116	+	130	11	7	2
Interval_3125	B02	183402212	183402312	+	101	18	7	0
Interval_3126	B02	183461716	183461923	+	208	24	17	0
Interval_3127	B02	183645960	183646092	+	133	20	0	0
Interval_3128	B02	183694393	183694587	+	195	54	0	0
Interval_3129	B02	183867344	183867513	+	170	23	0	0
Interval_3130	B02	183867879	183868003	+	125	27	0	0
Interval_3131	B02	183945921	183946061	+	141	29	0	0
Interval_3132	B02	184028160	184028304	+	145	29	0	0
Interval_3133	B02	184042854	184042992	+	139	27	0	0
Interval_3134	B02	184043850	184043951	+	102	32	0	0
Interval_3135	B02	184103565	184103715	+	151	28	0	0
Interval_3136	B02	184122112	184122276	+	165	26	0	0
Interval_3137	B02	184189521	184189627	+	107	15	0	0
Interval_3138	B02	184415459	184415564	+	106	42	0	0
Interval_3139	B02	184417774	184417871	+	98	22	0	0
Interval_3140	B02	184461375	184461546	+	172	46	0	0
Interval_3141	B02	184938778	184939064	+	287	80	0	0
Interval_3142	B02	185415036	185415153	+	118	14	0	0
Interval_3143	B02	185601138	185601239	+	102	16	0	0
Interval_3144	B02	185876533	185876632	+	100	22	0	0
Interval_3145	B02	185952144	185952317	+	174	40	0	0
Interval_3146	B02	185957500	185957601	+	102	20	0	0
Interval_3147	B02	186359167	186359386	+	220	53	0	0
Interval_3148	B02	186576931	186577102	+	172	55	0	0
Interval_3149	B02	186613389	186613517	+	129	14	0	0
Interval_3150	B02	186645265	186645388	+	124	27	0	0
Interval_3151	B02	187008659	187008861	+	203	65	0	0
Interval_3152	B02	187014380	187014523	+	144	23	0	0
Interval_3153	B02	187313396	187313752	+	357	94	0	0
Interval_3154	B02	187313905	187314054	+	150	34	0	0
Interval_3155	B02	187452935	187453032	+	98	13	0	0
Interval_3156	B02	187737326	187737510	+	185	52	0	0
Interval_3157	B02	187831940	187832081	+	142	25	0	0
Interval_3158	B02	188380254	188380372	+	119	29	0	0
Interval_3159	B02	188390577	188390692	+	116	15	0	0
Interval_3160	B02	188520989	188521115	+	127	16	0	0
Interval_3161	B02	188674291	188674461	+	171	21	0	0
Interval_3162	B02	188872828	188872998	+	171	48	0	0
Interval_3163	B02	188874203	188874395	+	193	41	0	0
Interval_3164	B02	188876105	188876210	+	106	23	0	0
Interval_3165	B02	188905946	188906124	+	179	38	0	0
Interval_3166	B02	189045736	189045833	+	98	20	0	0
Interval_3167	B02	189046120	189046227	+	108	24	0	0
Interval_3168	B02	189104636	189104807	+	172	35	0	0
Interval_3169	B02	189107082	189107374	+	293	36	0	0
Interval_3170	B02	189125937	189126099	+	163	44	0	0
Interval_3171	B02	189129929	189130065	+	137	29	0	0
Interval_3172	B02	189139826	189140012	+	187	36	0	0
Interval_3173	B02	189457837	189457955	+	119	29	0	0
Interval_3174	B02	189712469	189712724	+	256	32	0	0
Interval_3175	B02	189871714	189871867	+	154	27	0	0
Interval_3176	B02	190580070	190580276	+	207	46	0	0
Interval_3177	B02	190813419	190813595	+	177	37	0	0
Interval_3178	B02	190823045	190823209	+	165	45	24	0
Interval_3179	B02	190889567	190889665	+	99	22	0	0
Interval_3180	B02	191046226	191046408	+	183	51	17	5
Interval_3181	B02	191189849	191190077	+	229	60	51	0
Interval_3182	B02	191307065	191307182	+	118	31	0	0
Interval_3183	B02	191717027	191717191	+	165	42	0	0
Interval_3184	B02	191717348	191717519	+	172	31	0	0
Interval_3185	B02	191781032	191781236	+	205	42	16	9
Interval_3186	B02	192029382	192029503	+	122	35	0	0
Interval_3187	B02	192118794	192118922	+	129	37	0	0
Interval_3188	B02	192196844	192196957	+	114	12	3	0
Interval_3189	B02	192221876	192222068	+	193	26	13	1
Interval_3190	B02	192629269	192629382	+	114	13	0	0
Interval_3191	B02	192714711	192714808	+	98	7	0	0
Interval_3192	B02	192941366	192941466	+	101	12	7	0
Interval_3193	B02	192943302	192943399	+	98	12	0	0
Interval_3194	B02	193130857	193131001	+	145	24	0	0
Interval_3195	B02	193317077	193317188	+	112	24	11	1
Interval_3196	B02	193563128	193563225	+	98	29	0	0
Interval_3197	B02	194031748	194032000	+	253	63	0	0
Interval_3198	B02	194260244	194260354	+	111	23	0	0
Interval_3199	B02	194425542	194425655	+	114	13	0	0
Interval_3200	B02	194588778	194588923	+	146	39	0	0
Interval_3201	B02	194740896	194741018	+	123	12	5	0
Interval_3202	B02	194783366	194783518	+	153	25	13	1
Interval_3203	B02	195105458	195105559	+	102	12	8	0
Interval_3204	B02	195225996	195226183	+	188	48	37	1
Interval_3205	B02	195243056	195243192	+	137	31	9	0
Interval_3206	B02	195388372	195388514	+	143	25	0	0
Interval_3207	B02	195420256	195420414	+	159	35	0	0
Interval_3208	B02	195420806	195420932	+	127	31	0	0
Interval_3209	B02	195420979	195421101	+	123	23	0	0
Interval_3210	B02	195476162	195476343	+	182	45	0	0
Interval_3211	B02	195558346	195558502	+	157	39	3	0
Interval_3212	B02	195562570	195562696	+	127	20	0	0
Interval_3213	B02	195752536	195752706	+	171	36	0	0
Interval_3214	B02	195876836	195876939	+	104	13	0	0
Interval_3215	B02	195893377	195893477	+	101	23	11	0
Interval_3216	B02	196580974	196581071	+	98	22	0	0
Interval_3217	B02	196748085	196748195	+	111	18	7	0
Interval_3218	B02	197190911	197191055	+	145	22	13	0
Interval_3219	B02	197575553	197575686	+	134	22	5	10
Interval_3220	B02	197717408	197717518	+	111	16	0	0
Interval_3221	B02	197847052	197847204	+	153	36	0	0
Interval_3222	B02	197869187	197869288	+	102	16	0	0
Interval_3223	B02	197969308	197969405	+	98	17	0	0
Interval_3224	B02	198024936	198025033	+	98	12	0	1
Interval_3225	B02	198141420	198141626	+	207	69	0	0
Interval_3226	B02	198148550	198148703	+	154	49	40	0
Interval_3227	B02	198375084	198375191	+	108	24	0	0
Interval_3228	B02	198500201	198500310	+	110	17	14	1
Interval_3229	B02	198626669	198626799	+	131	20	3	0
Interval_3230	B02	198804060	198804175	+	116	28	0	0
Interval_3231	B02	198814210	198814334	+	125	50	0	0
Interval_3232	B02	198856310	198856420	+	111	21	0	0
Interval_3233	B02	198986403	198986608	+	206	46	8	0
Interval_3234	B02	199002330	199002455	+	126	32	0	0
Interval_3235	B02	199178917	199179061	+	145	32	14	10
Interval_3236	B02	199419171	199419278	+	108	18	5	0
Interval_3237	B02	199475814	199476018	+	205	26	19	2
Interval_3238	B02	199640937	199641045	+	109	8	0	0
Interval_3239	B02	199947576	199947738	+	163	52	0	0
Interval_3240	B02	200036534	200036657	+	124	36	0	0
Interval_3241	B02	200268629	200268773	+	145	21	3	1
Interval_3242	B02	200270064	200270167	+	104	14	0	0
Interval_3243	B02	200525485	200525614	+	130	21	4	0
Interval_3244	B02	200727146	200727272	+	127	38	0	0
Interval_3245	B02	200832240	200832339	+	100	15	0	0
Interval_3246	B02	200918752	200918849	+	98	14	0	0
Interval_3247	B02	201001911	201002085	+	175	40	0	0
Interval_3248	B02	201095232	201095354	+	123	27	0	0
Interval_3249	B02	201457058	201457160	+	103	21	3	0
Interval_3250	B02	201676130	201676260	+	131	38	0	0
Interval_3251	B02	201784403	201784502	+	100	22	0	0
Interval_3252	B02	201970357	201970491	+	135	41	9	5
Interval_3253	B02	202051630	202051742	+	113	11	0	0
Interval_3254	B02	202091733	202091841	+	109	22	0	0
Interval_3255	B02	202326466	202326581	+	116	17	0	0
Interval_3256	B02	202333326	202333435	+	110	33	0	0
Interval_3257	B02	202416006	202416223	+	218	80	3	4
Interval_3258	B02	202422815	202423105	+	291	56	14	8
Interval_3259	B02	202502498	202502660	+	163	39	5	1
Interval_3260	B02	202583872	202584036	+	165	30	0	0
Interval_3261	B02	202584197	202584378	+	182	67	25	0
Interval_3262	B02	202836377	202836474	+	98	20	0	0
Interval_3263	B02	202843674	202843882	+	209	89	45	0
Interval_3264	B02	202890704	202890847	+	144	46	0	0
Interval_3265	B02	202895002	202895125	+	124	20	6	0
Interval_3266	B02	202997830	202997984	+	155	20	0	0
Interval_3267	B02	203198706	203198890	+	185	41	22	0
Interval_3268	B02	203313791	203313904	+	114	32	2	5
Interval_3269	B02	204192081	204192208	+	128	22	0	0
Interval_3270	B02	204220205	204220304	+	100	14	0	0
Interval_3271	B02	204438457	204438712	+	256	111	38	25
Interval_3272	B02	204439042	204439166	+	125	26	15	5
Interval_3273	B02	204453184	204453322	+	139	36	0	0
Interval_3274	B02	204562710	204562830	+	121	18	0	0
Interval_3275	B02	204607785	204607994	+	210	53	0	0
Interval_3276	B02	204966432	204966550	+	119	24	4	0
Interval_3277	B02	205066777	205067074	+	298	57	29	0
Interval_3278	B02	205188067	205188165	+	99	25	4	1
Interval_3279	B02	205481927	205482166	+	240	33	5	0
Interval_3280	B02	205512332	205512503	+	172	35	17	5
Interval_3281	B02	205701368	205701618	+	251	96	0	0
Interval_3282	B02	205958141	205958262	+	122	22	0	0
Interval_3283	B02	205970720	205970871	+	152	40	0	0
Interval_3284	B02	205971337	205971472	+	136	30	0	0
Interval_3285	B02	206056959	206057071	+	113	25	0	0
Interval_3286	B02	206059370	206059484	+	115	28	0	0
Interval_3287	B02	206297035	206297213	+	179	27	12	6
Interval_3288	B02	206331486	206331647	+	162	28	0	0
Interval_3289	B02	206345230	206345382	+	153	29	6	4
Interval_3290	B02	206402830	206402971	+	142	41	21	2
Interval_3291	B02	206935001	206935099	+	99	22	0	0
Interval_3292	B02	207229044	207229184	+	141	27	2	0
Interval_3293	B02	207231261	207231386	+	126	16	9	0
Interval_3294	B02	207276533	207276630	+	98	25	0	0
Interval_3295	B02	207288930	207289101	+	172	37	6	0
Interval_3296	B02	207568445	207568592	+	148	21	2	0
Interval_3297	B02	207717619	207717799	+	181	34	0	0
Interval_3298	B02	207779886	207780023	+	138	32	0	0
Interval_3299	B02	207825542	207825652	+	111	15	0	0
Interval_3300	B02	207979483	207979592	+	110	23	0	0
Interval_3301	B02	208245252	208245351	+	100	19	3	6
Interval_3302	B02	208245794	208245973	+	180	52	6	5
Interval_3303	B02	208315899	208315996	+	98	16	12	1
Interval_3304	B02	208323170	208323369	+	200	55	3	5
Interval_3305	B02	208336901	208337038	+	138	23	4	8
Interval_3306	B02	208346814	208346935	+	122	31	0	0
Interval_3307	B02	208458703	208458835	+	133	22	2	2
Interval_3308	B02	208475420	208475572	+	153	45	0	0
Interval_3309	B02	208538466	208538682	+	217	48	0	0
Interval_3310	B02	208572917	208573115	+	199	42	0	0
Interval_3311	B02	208721606	208721708	+	103	19	0	0
Interval_3312	B02	208725303	208725699	+	397	74	0	0
Interval_3313	B02	208859766	208859904	+	139	32	0	0
Interval_3314	B02	208860650	208860793	+	144	34	0	0
Interval_3315	B02	208884396	208884754	+	359	77	2	1
Interval_3316	B02	209000933	209001135	+	203	34	0	0
Interval_3317	B02	209343489	209343611	+	123	30	12	7
Interval_3318	B02	209650795	209650954	+	160	38	6	4
Interval_3319	B02	209726364	209726488	+	125	12	7	0
Interval_3320	B02	209777318	209777432	+	115	21	8	9
Interval_3321	B02	210119300	210119511	+	212	69	15	6
Interval_3322	B02	210357620	210357742	+	123	25	0	0
Interval_3323	B02	210851294	210851499	+	206	66	30	3
Interval_3324	B02	210918751	210918864	+	114	17	0	0
Interval_3325	B02	211139391	211139490	+	100	22	0	0
Interval_3326	B02	211182798	211183151	+	354	107	46	0
Interval_3327	B02	211697780	211697898	+	119	35	11	6
Interval_3328	B02	211798894	211799026	+	133	27	10	0
Interval_3329	B02	211821801	211821948	+	148	31	11	2
Interval_3330	B02	211854994	211855171	+	178	47	0	0
Interval_3331	B02	212312326	212312481	+	156	35	0	0
Interval_3332	B02	212356534	212356655	+	122	32	0	0
Interval_3333	B02	212461616	212461737	+	122	23	0	0
Interval_3334	B02	212464549	212464776	+	228	66	4	0
Interval_3335	B02	212805079	212805215	+	137	25	4	0
Interval_3336	B02	212880026	212880256	+	231	81	58	0
Interval_3337	B02	213296681	213296842	+	162	36	0	0
Interval_3338	B02	213353563	213353741	+	179	29	19	0
Interval_3339	B02	213443559	213443664	+	106	17	0	0
Interval_3340	B02	213472050	213472162	+	113	25	13	0
Interval_3341	B02	213909208	213909342	+	135	24	0	0
Interval_3342	B02	214096367	214096484	+	118	15	0	0
Interval_3343	B02	214757189	214757459	+	271	71	0	0
Interval_3344	B02	214869218	214869338	+	121	17	0	0
Interval_3345	B02	214985844	214985986	+	143	34	0	0
Interval_3346	B02	214994827	214994959	+	133	32	0	0
Interval_3347	B02	215031911	215032014	+	104	26	12	0
Interval_3348	B02	215257922	215258075	+	154	38	0	0
Interval_3349	B02	215282287	215282613	+	327	83	0	0
Interval_3350	B02	215364329	215364461	+	133	21	0	0
Interval_3351	B02	215459211	215459308	+	98	15	12	2
Interval_3352	B02	215461181	215461278	+	98	13	10	2
Interval_3353	B02	215643271	215643372	+	102	15	5	0
Interval_3354	B02	215775256	215775399	+	144	24	0	0
Interval_3355	B02	215979885	215980072	+	188	47	30	0
Interval_3356	B02	216093378	216093555	+	178	56	0	0
Interval_3357	B02	216121960	216122100	+	141	33	0	0
Interval_3358	B02	216131415	216131533	+	119	27	26	0
Interval_3359	B02	216184801	216184953	+	153	43	0	0
Interval_3360	B02	216492516	216492626	+	111	32	20	0
Interval_3361	B02	216498562	216498684	+	123	25	2	0
Interval_3362	B02	216760754	216760950	+	197	57	7	14
Interval_3363	B02	216894767	216894889	+	123	33	0	0
Interval_3364	B02	217261373	217261503	+	131	22	0	0
Interval_3365	B02	217435904	217436072	+	169	47	0	0
Interval_3366	B02	217662127	217662267	+	141	29	0	0
Interval_3367	B02	217684145	217684264	+	120	37	0	0
Interval_3368	B02	217693429	217693577	+	149	26	2	0
Interval_3369	B02	217970482	217970618	+	137	23	0	0
Interval_3370	B02	218281464	218281561	+	98	18	0	0
Interval_3371	B02	218298582	218298713	+	132	38	0	0
Interval_3372	B02	218314870	218315057	+	188	51	0	0
Interval_3373	B02	218330824	218330991	+	168	42	13	1
Interval_3374	B02	218332756	218332981	+	226	36	0	0
Interval_3375	B02	218333459	218333673	+	215	35	0	0
Interval_3376	B02	218479064	218479167	+	104	19	0	0
Interval_3377	B02	218535597	218535756	+	160	29	13	1
Interval_3378	B02	218544087	218544278	+	192	81	35	9
Interval_3379	B02	218550755	218550863	+	109	25	0	0
Interval_3380	B02	218586823	218586965	+	143	37	11	14
Interval_3381	B02	218706428	218706525	+	98	18	0	0
Interval_3382	B02	218895828	218896043	+	216	77	0	0
Interval_3383	B02	219017824	219018012	+	189	57	0	0
Interval_3384	B02	219036398	219036543	+	146	40	14	1
Interval_3385	B02	219064854	219064974	+	121	14	3	2
Interval_3386	B02	219278516	219278636	+	121	31	3	6
Interval_3387	B02	219280354	219280508	+	155	31	10	7
Interval_3388	B02	219682766	219682951	+	186	38	26	0
Interval_3389	B02	220035196	220035302	+	107	20	3	0
Interval_3390	B02	220138341	220138479	+	139	46	4	0
Interval_3391	B02	220143265	220143377	+	113	27	0	0
Interval_3392	B02	220145893	220146004	+	112	28	7	0
Interval_3393	B02	220155656	220155765	+	110	28	14	5
Interval_3394	B02	220573164	220573399	+	236	66	4	1
Interval_3395	B02	220575854	220576017	+	164	54	1	5
Interval_3396	B02	220617776	220617925	+	150	43	0	0
Interval_3397	B02	220620888	220621190	+	303	37	0	0
Interval_3398	B02	220808564	220808746	+	183	31	9	0
Interval_3399	B02	220861789	220861923	+	135	20	0	0
Interval_3400	B02	220988786	220988948	+	163	35	20	0
Interval_3401	B02	221316344	221316460	+	117	26	2	0
Interval_3402	B02	221366537	221366653	+	117	23	1	0
Interval_3403	B02	221457284	221457497	+	214	47	8	0
Interval_3404	B02	221792159	221792292	+	134	26	3	1
Interval_3405	B02	221880860	221881004	+	145	41	18	0
Interval_3406	B02	222189240	222189348	+	109	20	0	0
Interval_3407	B02	222236398	222236556	+	159	28	11	0
Interval_3408	B02	222320897	222321045	+	149	41	36	0
Interval_3409	B02	222366446	222366601	+	156	33	24	0
Interval_3410	B02	222494408	222494518	+	111	18	0	0
Interval_3411	B02	222800011	222800108	+	98	28	11	0
Interval_3412	B02	222802143	222802255	+	113	21	0	1
Interval_3413	B02	223364677	223364774	+	98	14	5	0
Interval_3414	B02	223452146	223452351	+	206	36	10	0
Interval_3415	B02	223471845	223471947	+	103	14	11	0
Interval_3416	B02	223629575	223629696	+	122	10	0	0
Interval_3417	B02	223804279	223804386	+	108	19	0	0
Interval_3418	B02	223806961	223807147	+	187	44	0	0
Interval_3419	B02	224006473	224006606	+	134	41	12	0
Interval_3420	B02	224069854	224069965	+	112	16	0	0
Interval_3421	B02	224119514	224119612	+	99	22	0	0
Interval_3422	B02	224120226	224120356	+	131	19	0	0
Interval_3423	B02	224438902	224439094	+	193	51	7	0
Interval_3424	B02	224449950	224450137	+	188	72	1	0
Interval_3425	B02	224879536	224879639	+	104	27	0	0
Interval_3426	B02	224884843	224885005	+	163	33	0	0
Interval_3427	B02	225136778	225136923	+	146	41	0	0
Interval_3428	B02	225211571	225211682	+	112	42	0	0
Interval_3429	B02	225214033	225214159	+	127	34	6	0
Interval_3430	B02	225330850	225330965	+	116	26	20	0
Interval_3431	B02	225479451	225479609	+	159	24	0	0
Interval_3432	B02	225525281	225525403	+	123	27	0	0
Interval_3433	B02	225609460	225609588	+	129	29	10	0
Interval_3434	B02	225786693	225786868	+	176	39	22	0
